datetime,ce_strike,pe_strike,ce_ltp,pe_ltp,combined_ltp,ce_atp,pe_atp,combined_vwap,slope_1m,rsi_1m,roc_1m,slope_2m,rsi_2m,roc_2m,slope_3m,rsi_3m,roc_3m,position,entry_price,pnl_pts
2026-06-28 11:36,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,flat,,
