total,wins,losses,win_rate_pct,profit_factor,net_pnl_usdt,gross_profit,gross_loss,avg_win,avg_loss,long_trades,short_trades,long_pnl,short_pnl,exits_target,exits_sl,exits_t1,exits_eod,htf_min,sub_min,sl_buf,profit_floor_pts,profit_cap_pts,lots
90,32,58,35.6,0.408,-2.6747,1.8413,4.516,0.0575,0.0779,89,1,-2.6144,-0.0603,0,90,0,0,60,5,50,100,500,1
90,32,58,35.6,0.408,-2.6747,1.8413,4.516,0.0575,0.0779,89,1,-2.6144,-0.0603,0,90,0,0,60,5,50,100,1000,1
90,32,58,35.6,0.408,-2.6747,1.8413,4.516,0.0575,0.0779,89,1,-2.6144,-0.0603,0,90,0,0,60,5,50,200,0,1
90,32,58,35.6,0.408,-2.6747,1.8413,4.516,0.0575,0.0779,89,1,-2.6144,-0.0603,0,90,0,0,60,5,50,200,300,1
90,32,58,35.6,0.408,-2.6747,1.8413,4.516,0.0575,0.0779,89,1,-2.6144,-0.0603,0,90,0,0,60,5,50,200,500,1
90,32,58,35.6,0.408,-2.6747,1.8413,4.516,0.0575,0.0779,89,1,-2.6144,-0.0603,0,90,0,0,60,5,50,200,1000,1
90,32,58,35.6,0.408,-3.6131,2.4854,6.0985,0.0777,0.1051,89,1,-3.5113,-0.1018,1,89,0,0,60,15,100,0,300,1
90,32,58,35.6,0.408,-3.6131,2.4854,6.0985,0.0777,0.1051,89,1,-3.5113,-0.1018,1,89,0,0,60,15,100,200,300,1
90,20,70,22.2,0.405,-6.2197,4.2317,10.4514,0.2116,0.1493,89,1,-6.0209,-0.1988,2,82,6,0,60,5,200,100,500,1
90,32,58,35.6,0.405,-3.6276,2.4709,6.0985,0.0772,0.1051,89,1,-3.5258,-0.1018,1,89,0,0,60,15,100,100,300,1
60,23,37,38.3,0.402,-1.9101,1.2853,3.1954,0.0559,0.0864,37,23,-0.586,-1.3241,0,60,0,0,360,15,50,0,0,1
60,23,37,38.3,0.402,-1.9101,1.2853,3.1954,0.0559,0.0864,37,23,-0.586,-1.3241,0,60,0,0,360,15,50,0,300,1
60,23,37,38.3,0.402,-1.9101,1.2853,3.1954,0.0559,0.0864,37,23,-0.586,-1.3241,0,60,0,0,360,15,50,0,500,1
60,23,37,38.3,0.402,-1.9101,1.2853,3.1954,0.0559,0.0864,37,23,-0.586,-1.3241,0,60,0,0,360,15,50,0,1000,1
60,23,37,38.3,0.402,-1.9106,1.2848,3.1954,0.0559,0.0864,37,23,-0.5865,-1.3241,0,60,0,0,360,15,50,100,0,1
60,23,37,38.3,0.402,-1.9106,1.2848,3.1954,0.0559,0.0864,37,23,-0.5865,-1.3241,0,60,0,0,360,15,50,100,300,1
60,23,37,38.3,0.402,-1.9106,1.2848,3.1954,0.0559,0.0864,37,23,-0.5865,-1.3241,0,60,0,0,360,15,50,100,500,1
60,23,37,38.3,0.402,-1.9106,1.2848,3.1954,0.0559,0.0864,37,23,-0.5865,-1.3241,0,60,0,0,360,15,50,100,1000,1
60,23,37,38.3,0.402,-1.9101,1.2853,3.1954,0.0559,0.0864,37,23,-0.586,-1.3241,0,60,0,0,360,15,50,200,0,1
60,23,37,38.3,0.402,-1.9101,1.2853,3.1954,0.0559,0.0864,37,23,-0.586,-1.3241,0,60,0,0,360,15,50,200,300,1
60,23,37,38.3,0.402,-1.9101,1.2853,3.1954,0.0559,0.0864,37,23,-0.586,-1.3241,0,60,0,0,360,15,50,200,500,1
60,23,37,38.3,0.402,-1.9101,1.2853,3.1954,0.0559,0.0864,37,23,-0.586,-1.3241,0,60,0,0,360,15,50,200,1000,1
90,32,58,35.6,0.395,-3.6921,2.4064,6.0985,0.0752,0.1051,89,1,-3.5903,-0.1018,0,90,0,0,60,15,100,0,0,1
90,32,58,35.6,0.395,-3.6921,2.4064,6.0985,0.0752,0.1051,89,1,-3.5903,-0.1018,0,90,0,0,60,15,100,0,500,1
90,32,58,35.6,0.395,-3.6921,2.4064,6.0985,0.0752,0.1051,89,1,-3.5903,-0.1018,0,90,0,0,60,15,100,0,1000,1
90,32,58,35.6,0.395,-3.6921,2.4064,6.0985,0.0752,0.1051,89,1,-3.5903,-0.1018,0,90,0,0,60,15,100,200,0,1
90,32,58,35.6,0.395,-3.6921,2.4064,6.0985,0.0752,0.1051,89,1,-3.5903,-0.1018,0,90,0,0,60,15,100,200,500,1
90,32,58,35.6,0.395,-3.6921,2.4064,6.0985,0.0752,0.1051,89,1,-3.5903,-0.1018,0,90,0,0,60,15,100,200,1000,1
90,32,58,35.6,0.392,-3.7066,2.3919,6.0985,0.0747,0.1051,89,1,-3.6048,-0.1018,0,90,0,0,60,15,100,100,0,1
90,32,58,35.6,0.392,-3.7066,2.3919,6.0985,0.0747,0.1051,89,1,-3.6048,-0.1018,0,90,0,0,60,15,100,100,500,1
90,32,58,35.6,0.392,-3.7066,2.3919,6.0985,0.0747,0.1051,89,1,-3.6048,-0.1018,0,90,0,0,60,15,100,100,1000,1
90,20,70,22.2,0.39,-6.3757,4.0757,10.4514,0.2038,0.1493,89,1,-6.1769,-0.1988,0,83,7,0,60,5,200,100,0,1
90,20,70,22.2,0.39,-6.3757,4.0757,10.4514,0.2038,0.1493,89,1,-6.1769,-0.1988,0,83,7,0,60,5,200,100,1000,1
90,35,55,38.9,0.375,-3.109,1.8662,4.9752,0.0533,0.0905,87,3,-2.7511,-0.3579,0,90,0,0,60,30,50,0,0,1
90,35,55,38.9,0.375,-3.109,1.8662,4.9752,0.0533,0.0905,87,3,-2.7511,-0.3579,0,90,0,0,60,30,50,0,300,1
90,35,55,38.9,0.375,-3.109,1.8662,4.9752,0.0533,0.0905,87,3,-2.7511,-0.3579,0,90,0,0,60,30,50,0,500,1
90,35,55,38.9,0.375,-3.109,1.8662,4.9752,0.0533,0.0905,87,3,-2.7511,-0.3579,0,90,0,0,60,30,50,0,1000,1
90,35,55,38.9,0.375,-3.109,1.8662,4.9752,0.0533,0.0905,87,3,-2.7511,-0.3579,0,90,0,0,60,30,50,100,0,1
90,35,55,38.9,0.375,-3.109,1.8662,4.9752,0.0533,0.0905,87,3,-2.7511,-0.3579,0,90,0,0,60,30,50,100,300,1
90,35,55,38.9,0.375,-3.109,1.8662,4.9752,0.0533,0.0905,87,3,-2.7511,-0.3579,0,90,0,0,60,30,50,100,500,1
90,35,55,38.9,0.375,-3.109,1.8662,4.9752,0.0533,0.0905,87,3,-2.7511,-0.3579,0,90,0,0,60,30,50,100,1000,1
90,35,55,38.9,0.375,-3.109,1.8662,4.9752,0.0533,0.0905,87,3,-2.7511,-0.3579,0,90,0,0,60,30,50,200,0,1
90,35,55,38.9,0.375,-3.109,1.8662,4.9752,0.0533,0.0905,87,3,-2.7511,-0.3579,0,90,0,0,60,30,50,200,300,1
90,35,55,38.9,0.375,-3.109,1.8662,4.9752,0.0533,0.0905,87,3,-2.7511,-0.3579,0,90,0,0,60,30,50,200,500,1
90,35,55,38.9,0.375,-3.109,1.8662,4.9752,0.0533,0.0905,87,3,-2.7511,-0.3579,0,90,0,0,60,30,50,200,1000,1
90,20,70,22.2,0.369,-6.5982,3.8532,10.4514,0.1927,0.1493,89,1,-6.3994,-0.1988,9,79,2,0,60,5,200,100,300,1
60,20,40,33.3,0.351,-2.2041,1.1945,3.3986,0.0597,0.085,40,20,-0.9701,-1.234,0,60,0,0,360,5,50,0,0,1
60,20,40,33.3,0.351,-2.2041,1.1945,3.3986,0.0597,0.085,40,20,-0.9701,-1.234,0,60,0,0,360,5,50,0,300,1
60,20,40,33.3,0.351,-2.2041,1.1945,3.3986,0.0597,0.085,40,20,-0.9701,-1.234,0,60,0,0,360,5,50,0,500,1
60,20,40,33.3,0.351,-2.2041,1.1945,3.3986,0.0597,0.085,40,20,-0.9701,-1.234,0,60,0,0,360,5,50,0,1000,1
60,20,40,33.3,0.351,-2.2046,1.194,3.3986,0.0597,0.085,40,20,-0.9706,-1.234,0,60,0,0,360,5,50,100,0,1
60,20,40,33.3,0.351,-2.2046,1.194,3.3986,0.0597,0.085,40,20,-0.9706,-1.234,0,60,0,0,360,5,50,100,300,1
60,20,40,33.3,0.351,-2.2046,1.194,3.3986,0.0597,0.085,40,20,-0.9706,-1.234,0,60,0,0,360,5,50,100,500,1
60,20,40,33.3,0.351,-2.2046,1.194,3.3986,0.0597,0.085,40,20,-0.9706,-1.234,0,60,0,0,360,5,50,100,1000,1
60,20,40,33.3,0.351,-2.2041,1.1945,3.3986,0.0597,0.085,40,20,-0.9701,-1.234,0,60,0,0,360,5,50,200,0,1
60,20,40,33.3,0.351,-2.2041,1.1945,3.3986,0.0597,0.085,40,20,-0.9701,-1.234,0,60,0,0,360,5,50,200,300,1
60,20,40,33.3,0.351,-2.2041,1.1945,3.3986,0.0597,0.085,40,20,-0.9701,-1.234,0,60,0,0,360,5,50,200,500,1
60,20,40,33.3,0.351,-2.2041,1.1945,3.3986,0.0597,0.085,40,20,-0.9701,-1.234,0,60,0,0,360,5,50,200,1000,1
51,17,34,33.3,0.313,-2.7223,1.2386,3.9609,0.0729,0.1165,29,22,-0.6773,-2.045,1,50,0,0,360,30,100,0,300,1
51,17,34,33.3,0.313,-2.7223,1.2386,3.9609,0.0729,0.1165,29,22,-0.6773,-2.045,1,50,0,0,360,30,100,100,300,1
51,17,34,33.3,0.313,-2.7223,1.2386,3.9609,0.0729,0.1165,29,22,-0.6773,-2.045,1,50,0,0,360,30,100,200,300,1
51,17,34,33.3,0.297,-2.7838,1.1771,3.9609,0.0692,0.1165,29,22,-0.7388,-2.045,0,51,0,0,360,30,100,0,0,1
51,17,34,33.3,0.297,-2.7838,1.1771,3.9609,0.0692,0.1165,29,22,-0.7388,-2.045,0,51,0,0,360,30,100,0,500,1
51,17,34,33.3,0.297,-2.7838,1.1771,3.9609,0.0692,0.1165,29,22,-0.7388,-2.045,0,51,0,0,360,30,100,0,1000,1
51,17,34,33.3,0.297,-2.7838,1.1771,3.9609,0.0692,0.1165,29,22,-0.7388,-2.045,0,51,0,0,360,30,100,100,0,1
51,17,34,33.3,0.297,-2.7838,1.1771,3.9609,0.0692,0.1165,29,22,-0.7388,-2.045,0,51,0,0,360,30,100,100,500,1
51,17,34,33.3,0.297,-2.7838,1.1771,3.9609,0.0692,0.1165,29,22,-0.7388,-2.045,0,51,0,0,360,30,100,100,1000,1
51,17,34,33.3,0.297,-2.7838,1.1771,3.9609,0.0692,0.1165,29,22,-0.7388,-2.045,0,51,0,0,360,30,100,200,0,1
51,17,34,33.3,0.297,-2.7838,1.1771,3.9609,0.0692,0.1165,29,22,-0.7388,-2.045,0,51,0,0,360,30,100,200,500,1
51,17,34,33.3,0.297,-2.7838,1.1771,3.9609,0.0692,0.1165,29,22,-0.7388,-2.045,0,51,0,0,360,30,100,200,1000,1
51,19,32,37.3,0.292,-2.1073,0.8688,2.9761,0.0457,0.093,29,22,-0.4813,-1.626,0,51,0,0,360,30,50,0,0,1
51,19,32,37.3,0.292,-2.1073,0.8688,2.9761,0.0457,0.093,29,22,-0.4813,-1.626,0,51,0,0,360,30,50,0,300,1
51,19,32,37.3,0.292,-2.1073,0.8688,2.9761,0.0457,0.093,29,22,-0.4813,-1.626,0,51,0,0,360,30,50,0,500,1
51,19,32,37.3,0.292,-2.1073,0.8688,2.9761,0.0457,0.093,29,22,-0.4813,-1.626,0,51,0,0,360,30,50,0,1000,1
51,19,32,37.3,0.292,-2.1073,0.8688,2.9761,0.0457,0.093,29,22,-0.4813,-1.626,0,51,0,0,360,30,50,100,0,1
51,19,32,37.3,0.292,-2.1073,0.8688,2.9761,0.0457,0.093,29,22,-0.4813,-1.626,0,51,0,0,360,30,50,100,300,1
51,19,32,37.3,0.292,-2.1073,0.8688,2.9761,0.0457,0.093,29,22,-0.4813,-1.626,0,51,0,0,360,30,50,100,500,1
51,19,32,37.3,0.292,-2.1073,0.8688,2.9761,0.0457,0.093,29,22,-0.4813,-1.626,0,51,0,0,360,30,50,100,1000,1
51,19,32,37.3,0.292,-2.1073,0.8688,2.9761,0.0457,0.093,29,22,-0.4813,-1.626,0,51,0,0,360,30,50,200,0,1
51,19,32,37.3,0.292,-2.1073,0.8688,2.9761,0.0457,0.093,29,22,-0.4813,-1.626,0,51,0,0,360,30,50,200,300,1
51,19,32,37.3,0.292,-2.1073,0.8688,2.9761,0.0457,0.093,29,22,-0.4813,-1.626,0,51,0,0,360,30,50,200,500,1
51,19,32,37.3,0.292,-2.1073,0.8688,2.9761,0.0457,0.093,29,22,-0.4813,-1.626,0,51,0,0,360,30,50,200,1000,1
90,29,61,32.2,0.275,-4.8442,1.838,6.6822,0.0634,0.1095,89,1,-4.7424,-0.1018,0,90,0,0,60,5,100,0,0,1
90,29,61,32.2,0.275,-4.8442,1.838,6.6822,0.0634,0.1095,89,1,-4.7424,-0.1018,0,90,0,0,60,5,100,0,300,1
90,29,61,32.2,0.275,-4.8442,1.838,6.6822,0.0634,0.1095,89,1,-4.7424,-0.1018,0,90,0,0,60,5,100,0,500,1
90,29,61,32.2,0.275,-4.8442,1.838,6.6822,0.0634,0.1095,89,1,-4.7424,-0.1018,0,90,0,0,60,5,100,0,1000,1
90,29,61,32.2,0.275,-4.8442,1.838,6.6822,0.0634,0.1095,89,1,-4.7424,-0.1018,0,90,0,0,60,5,100,200,0,1
90,29,61,32.2,0.275,-4.8442,1.838,6.6822,0.0634,0.1095,89,1,-4.7424,-0.1018,0,90,0,0,60,5,100,200,300,1
90,29,61,32.2,0.275,-4.8442,1.838,6.6822,0.0634,0.1095,89,1,-4.7424,-0.1018,0,90,0,0,60,5,100,200,500,1
90,29,61,32.2,0.275,-4.8442,1.838,6.6822,0.0634,0.1095,89,1,-4.7424,-0.1018,0,90,0,0,60,5,100,200,1000,1
90,29,61,32.2,0.273,-4.8587,1.8235,6.6822,0.0629,0.1095,89,1,-4.7569,-0.1018,0,90,0,0,60,5,100,100,0,1
90,29,61,32.2,0.273,-4.8587,1.8235,6.6822,0.0629,0.1095,89,1,-4.7569,-0.1018,0,90,0,0,60,5,100,100,300,1
90,29,61,32.2,0.273,-4.8587,1.8235,6.6822,0.0629,0.1095,89,1,-4.7569,-0.1018,0,90,0,0,60,5,100,100,500,1
90,29,61,32.2,0.273,-4.8587,1.8235,6.6822,0.0629,0.1095,89,1,-4.7569,-0.1018,0,90,0,0,60,5,100,100,1000,1
